1,185,92
1,59,0
1,123,0
1,79,0
1,55,308
2,185,54
2,123,0
2,39,0
2,20,0
2,79,0
2,55,346
3,185,50
3,39,0
3,94,0
3,79,0
3,20,0
3,29,0
3,55,350
4,185,52
4,1,0
4,39,0
4,94,0
4,78,0
4,20,0
4,29,0
4,55,348
5,159,36
5,39,0
5,20,0
5,94,0
5,1,0
5,29,0
5,78,0
5,26,0
5,55,364
1,185,80
1,59,0
1,123,0
1,79,0
1,55,320
2,185,50
2,39,0
2,20,0
2,123,0
2,79,0
2,55,350
3,185,58
3,39,0
3,29,0
3,94,0
3,79,0
3,20,0
3,55,342
4,20,58
4,94,0
4,29,0
4,185,0
4,39,0
4,1,0
4,78,0
4,55,342
5,20,66
5,159,0
5,94,0
5,26,0
5,39,0
5,78,0
5,29,0
5,1,0
5,55,334
